dataset,IR,fold,rep,best_k,f1,precision,recall,balanced_accuracy,geometric_mean,roc_auc
dataset_971_mfeat-fourier,0.1111111111111111,3,0,5,0.975,0.975,0.975,0.9861111111111112,0.9860485113150704,0.9998611111111112
dataset_971_mfeat-fourier,0.1111111111111111,4,0,5,1.0,1.0,1.0,1.0,1.0,1.0
dataset_976_JapaneseVowels,0.19336288486881514,0,0,1,0.9860031104199067,0.990625,0.9814241486068112,0.9898138707105912,0.9897783141765151,0.9898138707105911
dataset_976_JapaneseVowels,0.19336288486881514,1,0,1,0.9984447900466563,1.0,0.9968944099378882,0.9984472049689441,0.9984459975070701,0.9984472049689441
dataset_976_JapaneseVowels,0.19336288486881514,2,0,1,0.9938080495356038,0.9938080495356038,0.9938080495356038,0.9963048635934459,0.9963017349877072,0.9963048635934459
dataset_976_JapaneseVowels,0.19336288486881514,3,0,1,0.9892141756548536,0.9846625766871165,0.9938080495356038,0.9954061218319121,0.9954048390204778,0.9954061218319121
dataset_976_JapaneseVowels,0.19336288486881514,4,0,1,0.9937888198757764,0.9968847352024922,0.9907120743034056,0.9950564565645248,0.9950469728075743,0.9950564565645248
dataset_978_mfeat-factors,0.1111111111111111,0,0,3,0.9629629629629629,0.9512195121951219,0.975,0.9847222222222223,0.9846742270077619,0.9859027777777779
dataset_978_mfeat-factors,0.1111111111111111,1,0,1,0.9629629629629629,0.9512195121951219,0.975,0.9847222222222223,0.9846742270077619,0.9847222222222223
dataset_978_mfeat-factors,0.1111111111111111,2,0,1,0.9629629629629629,0.9512195121951219,0.975,0.9847222222222223,0.9846742270077619,0.9847222222222223
dataset_978_mfeat-factors,0.1111111111111111,3,0,3,0.963855421686747,0.9302325581395349,1.0,0.9958333333333333,0.9958246164193104,0.9985069444444445
dataset_978_mfeat-factors,0.1111111111111111,4,0,1,1.0,1.0,1.0,1.0,1.0,1.0
dataset_980_optdigits,0.1133122028526149,0,0,5,0.9734513274336283,0.9821428571428571,0.9649122807017544,0.9814660413409761,0.9813264305592845,0.9994615250998784
dataset_980_optdigits,0.1133122028526149,1,0,3,0.9823008849557522,0.9910714285714286,0.9736842105263158,0.9863470557582075,0.9862657688237575,0.9993486190724336
dataset_980_optdigits,0.1133122028526149,2,0,7,0.9734513274336283,0.9821428571428571,0.9649122807017544,0.9814660413409761,0.9813264305592845,0.9951493833593885
dataset_980_optdigits,0.1133122028526149,3,0,9,0.9824561403508771,0.9911504424778761,0.9739130434782609,0.9864609816003792,0.9863811725032403,0.9995906407549446
dataset_980_optdigits,0.1133122028526149,4,0,1,0.9781659388646288,0.9824561403508771,0.9739130434782609,0.9859654414616279,0.9858917747194533,0.985965441461628
dataset_984_analcatdata_draft,0.09580838323353294,0,0,1,0.13333333333333333,0.125,0.14285714285714285,0.5191897654584222,0.3576755089782001,0.5191897654584222
dataset_984_analcatdata_draft,0.09580838323353294,1,0,11,0.0,0.0,0.0,0.5,0.0,0.3980099502487562
dataset_984_analcatdata_draft,0.09580838323353294,2,0,7,0.0,0.0,0.0,0.5,0.0,0.6256218905472636
dataset_984_analcatdata_draft,0.09580838323353294,3,0,7,0.0,0.0,0.0,0.5,0.0,0.6231343283582089
dataset_984_analcatdata_draft,0.09580838323353294,4,0,1,0.0,0.0,0.0,0.42424242424242425,0.0,0.42424242424242425
dataset_987_collins,0.19047619047619047,0,0,1,0.6875,0.6875,0.6875,0.8139880952380952,0.8041003550256528,0.8139880952380952
dataset_987_collins,0.19047619047619047,1,0,3,0.34782608695652173,0.5714285714285714,0.25,0.6071428571428572,0.49099025303098287,0.738467261904762
dataset_987_collins,0.19047619047619047,2,0,3,0.7333333333333333,0.7857142857142857,0.6875,0.8258928571428572,0.8142152225127142,0.9382440476190476
dataset_987_collins,0.19047619047619047,3,0,5,0.7586206896551724,0.8461538461538461,0.6875,0.8318452380952381,0.8192258250207646,0.9858630952380952
dataset_987_collins,0.19047619047619047,4,0,1,0.6206896551724138,0.6923076923076923,0.5625,0.7574404761904762,0.7319250547113999,0.757440476190476
dataset_995_mfeat-zernike,0.1111111111111111,0,0,1,0.9629629629629629,0.9512195121951219,0.975,0.9847222222222223,0.9846742270077619,0.9847222222222223
dataset_995_mfeat-zernike,0.1111111111111111,1,0,1,0.9382716049382716,0.926829268292683,0.95,0.9708333333333333,0.9706097739737289,0.9708333333333333
dataset_995_mfeat-zernike,0.1111111111111111,2,0,1,0.9876543209876543,0.975609756097561,1.0,0.9986111111111111,0.9986101452630162,0.9986111111111111
dataset_995_mfeat-zernike,0.1111111111111111,3,0,1,0.9743589743589743,1.0,0.95,0.975,0.9746794344808963,0.975
dataset_995_mfeat-zernike,0.1111111111111111,4,0,1,0.9873417721518988,1.0,0.975,0.9875,0.9874208829065749,0.9875
