dataset,IR,fold,rep,f1,precision,recall,balanced_accuracy,geometric_mean,roc_auc
dataset_976_JapaneseVowels,0.19336288486881514,2,0,0.9736434108527132,0.9751552795031055,0.9721362229102167,0.9836714667576847,0.9836038291215596,0.9995946850879357
dataset_976_JapaneseVowels,0.19336288486881514,3,0,0.9675425038639877,0.9660493827160493,0.9690402476780186,0.9812247373800518,0.9811490831964593,0.9993962013552543
dataset_976_JapaneseVowels,0.19336288486881514,4,0,0.9798449612403101,0.9813664596273292,0.978328173374613,0.9873666031642387,0.9873252330569828,0.9997078393654456
dataset_978_mfeat-factors,0.1111111111111111,0,0,0.95,0.95,0.95,0.9722222222222222,0.9719682207882222,0.998263888888889
dataset_978_mfeat-factors,0.1111111111111111,1,0,0.975,0.975,0.975,0.9861111111111112,0.9860485113150704,0.9993055555555556
dataset_978_mfeat-factors,0.1111111111111111,2,0,0.975,0.975,0.975,0.9861111111111112,0.9860485113150704,0.9981944444444444
dataset_978_mfeat-factors,0.1111111111111111,3,0,0.963855421686747,0.9302325581395349,1.0,0.9958333333333333,0.9958246164193104,0.9985416666666667
dataset_978_mfeat-factors,0.1111111111111111,4,0,1.0,1.0,1.0,1.0,1.0,1.0
dataset_980_optdigits,0.1133122028526149,0,0,0.9734513274336283,0.9821428571428571,0.9649122807017544,0.9814660413409761,0.9813264305592845,0.9994615250998784
dataset_980_optdigits,0.1133122028526149,1,0,0.9642857142857143,0.9818181818181818,0.9473684210526315,0.9726941115164147,0.9723643576259057,0.99924874066354
dataset_980_optdigits,0.1133122028526149,2,0,0.9777777777777777,0.990990990990991,0.9649122807017544,0.9819610908459266,0.9818130789554549,0.9952579468473163
dataset_980_optdigits,0.1133122028526149,3,0,0.9868995633187773,0.9912280701754386,0.9826086956521739,0.9908088076873357,0.9907748743046578,0.9998147110785539
dataset_980_optdigits,0.1133122028526149,4,0,0.9694323144104804,0.9736842105263158,0.9652173913043478,0.9811220752359202,0.9809931536684012,0.9992846985823243
dataset_984_analcatdata_draft,0.09580838323353294,0,0,0.0,0.0,0.0,0.5,0.0,0.4466950959488273
dataset_984_analcatdata_draft,0.09580838323353294,1,0,0.0,0.0,0.0,0.5,0.0,0.29850746268656714
dataset_984_analcatdata_draft,0.09580838323353294,2,0,0.0,0.0,0.0,0.5,0.0,0.6368159203980099
dataset_984_analcatdata_draft,0.09580838323353294,3,0,0.2857142857142857,1.0,0.16666666666666666,0.5833333333333334,0.408248290463863,0.5472636815920399
dataset_984_analcatdata_draft,0.09580838323353294,4,0,0.0,0.0,0.0,0.48484848484848486,0.0,0.34090909090909083
dataset_987_collins,0.19047619047619047,0,0,0.6666666666666666,0.7142857142857143,0.625,0.7886904761904762,0.7715167498104596,0.9434523809523809
dataset_987_collins,0.19047619047619047,1,0,0.16666666666666666,0.25,0.125,0.5267857142857143,0.34069257193462343,0.7674851190476191
dataset_987_collins,0.19047619047619047,2,0,0.7407407407407407,0.9090909090909091,0.625,0.8065476190476191,0.7858495554554471,0.9360119047619049
dataset_987_collins,0.19047619047619047,3,0,0.7586206896551724,0.8461538461538461,0.6875,0.8318452380952381,0.8192258250207646,0.9858630952380952
dataset_987_collins,0.19047619047619047,4,0,0.6086956521739131,1.0,0.4375,0.71875,0.6614378277661477,0.9419642857142858
dataset_995_mfeat-zernike,0.1111111111111111,0,0,0.9743589743589743,1.0,0.95,0.975,0.9746794344808963,0.9997569444444445
dataset_995_mfeat-zernike,0.1111111111111111,1,0,0.9512195121951219,0.9285714285714286,0.975,0.9833333333333334,0.9832980219648568,0.9978819444444444
dataset_995_mfeat-zernike,0.1111111111111111,2,0,0.9620253164556962,0.9743589743589743,0.95,0.9736111111111111,0.9733247716518424,0.9994444444444445
dataset_995_mfeat-zernike,0.1111111111111111,3,0,0.9743589743589743,1.0,0.95,0.975,0.9746794344808963,0.9872222222222223
dataset_995_mfeat-zernike,0.1111111111111111,4,0,0.975,0.975,0.975,0.9861111111111112,0.9860485113150704,0.999548611111111
